Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF30,OUT027,3426.6523554982414
FDK03,OUT035,4151.783226611486
FDT45,OUT017,1029.2308378063026
NCC54,OUT027,5227.309952974552
FDP08,OUT018,2888.4943880079663
FDU44,OUT046,2779.020916536436
DRG39,OUT035,928.9993342542002
FDU32,OUT049,2089.3587500127906
FDY27,OUT049,2875.2871446848294
NCP54,OUT013,1976.3247242956277
NCZ41,OUT049,2063.786528208031
DRL49,OUT013,2260.7323550720903
FDI05,OUT018,965.188115725512
FDY56,OUT045,3615.8356295037083
DRC13,OUT013,2041.977164379161
NCV29,OUT017,2996.09344703416
FDR24,OUT049,1568.2131867050193
FDZ34,OUT018,2740.0983370983595
FDP37,OUT035,2091.8045581699553
FDX08,OUT027,4388.928619409649
FDS57,OUT045,2159.448601875745
NCG18,OUT049,1681.6390867525624
FDK25,OUT018,2419.1746946984204
FDH53,OUT049,1380.96397534899
DRI59,OUT018,3249.3865520501568
FDA52,OUT046,2877.507614177084
FDT20,OUT010,-1168.30385081016
FDE36,OUT019,768.2082444401603
FDI24,OUT017,2888.647614239235
FDB28,OUT018,2825.9161712286586
FDV11,OUT017,3019.1162875943555
FDP01,OUT046,2545.396667665642
FDD34,OUT027,4020.1859730465803
FDJ50,OUT027,2324.078314931059
FDZ44,OUT013,1957.471575677977
DRO59,OUT035,1340.0536483323522
DRB48,OUT045,407.6021922243817
FDR21,OUT018,2464.0211237558688
NCE42,OUT010,1792.0468525563338
FDO23,OUT046,1560.905713756074
NCE30,OUT018,3026.383940475993
FDQ22,OUT035,672.909851603632
FDY01,OUT045,1815.9493760344485
FDS08,OUT017,3038.3403115488472
FDG28,OUT018,3634.09763706346
FDQ51,OUT018,584.2116973601369
FDB05,OUT017,4002.275445318315
FDO56,OUT049,2051.6042565036623
FDE02,OUT018,1218.9289945357305
FDN45,OUT017,3629.823294425034
FDS09,OUT013,727.8125460923766
NCA54,OUT018,2555.200513348216
FDP09,OUT010,1462.0308544302097
FDC53,OUT045,1509.0348684751661
NCM55,OUT017,3031.4744791784033
FDL09,OUT018,2407.349055746541
FDA11,OUT019,-366.77250781675684
FDA50,OUT045,1392.3524767026975
FDC23,OUT017,2959.9645295698283
FDE22,OUT049,2592.082599351008
FDD23,OUT046,3081.651148977413
NCA29,OUT049,2788.27758154794
FDK38,OUT046,2431.8670658288756
DRC13,OUT046,2022.1355984773109
NCP43,OUT049,2841.5664428037853
FDX28,OUT049,1632.8328949438292
FDF08,OUT049,1621.2562012080161
FDZ33,OUT046,2435.7281089578464
FDD10,OUT049,2752.647198761915
FDO58,OUT017,2697.8894200551294
FDI50,OUT017,3849.8019225033204
FDO58,OUT045,2541.5777931619377
FDX08,OUT013,2977.0778307785804
NCK17,OUT010,-1190.3975474487816
FDF39,OUT035,4248.727957069772
FDU45,OUT010,-46.233672924441635
NCJ18,OUT018,1544.0158432290336
DRC27,OUT019,1938.7155112674373
DRC25,OUT035,1438.3426485006203
FDU59,OUT035,2683.2030569522467
FDU28,OUT035,3124.3159855972917
NCP30,OUT046,715.848216528364
FDB39,OUT018,577.7626610915177
FDE41,OUT013,1460.3703272417042
DRH11,OUT010,-946.2173414363206
FDA58,OUT045,3650.0638442503405
FDU50,OUT046,1935.8810873985203
FDM34,OUT013,2081.476017004403
FDM44,OUT027,3102.5823231607937
FDR39,OUT045,2843.598724633266
FDM25,OUT045,2767.0749639408896
FDQ49,OUT049,2580.3631386795605
DRH25,OUT018,506.40416756708873
FDM09,OUT027,4203.479871031159
FDL44,OUT019,735.8719741220702
NCR42,OUT018,248.6017080318561
DRL59,OUT046,940.22070675758
FDX43,OUT013,2785.5423597591143
DRK47,OUT010,1708.792030222714
FDU48,OUT018,1826.898149976434
FDY12,OUT045,834.3930499931303
NCN43,OUT018,1624.8553070085763
NCM55,OUT018,2563.553356491495
FDQ21,OUT027,3422.3358686990687
FDX13,OUT035,4085.926668897024
NCK30,OUT027,5368.614180472228
FDG20,OUT049,2939.5457198418735
DRG27,OUT017,763.9365590829257
FDY14,OUT018,3836.6145444151043
FDP59,OUT035,1805.2448033995024
FDU60,OUT017,2900.502516889421
NCC18,OUT019,761.0130464114482
DRJ39,OUT017,3528.3299790223537
FDS07,OUT049,1879.510187277352
FDM08,OUT027,5084.122876068635
FDP51,OUT045,1923.2607019582647
FDU16,OUT035,1433.9509509132477
FDH12,OUT013,1778.3917465589475
DRE48,OUT010,1178.7102483200579
NCL42,OUT027,5285.355389960212
FDR21,OUT045,2721.072445001002
NCW29,OUT035,2204.402387710681
FDO11,OUT013,4080.7539515600947
NCM31,OUT049,2267.6495957406732
FDV35,OUT019,560.1022022217949
FDF58,OUT017,1147.4111294034083
NCE43,OUT049,2712.285194020762
FDA02,OUT035,2405.324111620939
DRL37,OUT010,-1211.6044204320933
FDR24,OUT018,1251.4322659672325
FDW59,OUT049,1424.202120936112
FDS22,OUT049,850.7377746641141
FDW24,OUT017,1009.5959477770957
FDU24,OUT035,1709.244630633999
FDA21,OUT027,4402.393573392037
FDH58,OUT027,3318.284908057394
FDW36,OUT018,1410.681645639037
FDI45,OUT027,4263.848010220798
FDU01,OUT018,2707.0444011853106
FDF35,OUT027,3169.2912327411905
FDU43,OUT019,1961.9684877791442
FDE24,OUT019,411.17900138783443
FDK50,OUT049,2674.912241171507
FDG31,OUT045,989.9286439865828
FDC60,OUT045,1474.8659419528558
FDL36,OUT013,1513.5595188222214
FDP21,OUT013,3105.5948348325037
FDW16,OUT045,1402.6161399406992
FDX02,OUT017,3637.170016550226
FDQ58,OUT027,3901.992228142626
FDT51,OUT046,1931.6712597645965
FDD59,OUT049,1386.1239294826228
NCM42,OUT018,1453.9485937439895
FDA57,OUT018,366.6706875588425
FDZ48,OUT035,1928.5381051608565
FDE46,OUT045,2341.213386538613
NCZ30,OUT019,12.890938761658617
FDB56,OUT017,3243.0176486062846
FDA25,OUT027,3184.9015332307463
FDD20,OUT013,2107.9734164893307
FDL25,OUT013,1571.5622918132576
NCO18,OUT049,2850.354112732937
FDJ45,OUT017,990.8909202009527
FDR12,OUT035,2897.1792426675966
NCF19,OUT010,-1120.4182311757904
FDK25,OUT046,2741.538337330843
NCR17,OUT046,1909.652472001937
FDC52,OUT046,2506.4391053972795
NCA54,OUT017,2982.5874335477856
FDR45,OUT010,1900.6851068875403
NCM19,OUT049,1823.714856095161
FDF39,OUT027,5622.405446326797
FDX23,OUT049,1666.153421854484
FDD58,OUT027,3043.75800837102
FDX28,OUT013,1663.99004758909
NCD31,OUT013,2603.8462377521646
FDU57,OUT018,2157.1235330788913
FDI27,OUT046,847.098114065433
NCM42,OUT046,1798.0368942608184
FDD32,OUT027,2883.5764145111316
FDI34,OUT013,3699.7580498138414
NCM29,OUT049,2092.680399673278
FDG46,OUT018,1576.5399188397278
DRC01,OUT010,-1050.448561804791
FDB15,OUT027,5541.833442355666
NCA17,OUT027,3844.1333786065807
FDF10,OUT046,2446.182785212819
FDR26,OUT027,4242.371341941951
FDI02,OUT049,1898.46459099614
NCM54,OUT010,117.54772766104725
FDF14,OUT013,2466.7116606162454
FDJ33,OUT010,95.78189350527828
FDM20,OUT035,4055.7550741477025
FDC03,OUT027,4555.910599043491
NCX05,OUT046,1922.3098966738035
NCM41,OUT027,2936.569773350362
NCU29,OUT010,490.83945783690433
FDQ59,OUT017,1565.9125415601447
FDH46,OUT010,-189.6868719138438
FDH09,OUT013,1155.201050303629
NCD06,OUT045,671.160941003589
FDC15,OUT035,2495.2899892974674
DRD37,OUT027,2149.488691605089
FDT28,OUT027,3739.2231779894064
FDR28,OUT027,4075.9804845415056
FDT38,OUT017,1471.0439797258587
FDV34,OUT027,2725.088632209605
FDY52,OUT035,1120.7923818078998
FDB34,OUT013,1362.9841647603753
DRL23,OUT018,1402.2324374698364
DRB24,OUT046,2478.3919157484634
FDJ50,OUT046,978.9808539996593
FDQ49,OUT035,2591.017246413845
FDP20,OUT035,2140.3170340724464
FDV19,OUT027,4099.955970150899
NCR54,OUT045,2999.3094620294432
FDO09,OUT010,2253.881706791901
FDS57,OUT018,1964.7573036026588
FDN10,OUT049,1937.5087866113463
FDV23,OUT049,2078.6400492787943
FDY28,OUT049,3465.0132130983984
DRG51,OUT013,2583.730561317818
FDD45,OUT019,-360.75829762649664
NCL18,OUT027,4459.5831707419275
NCM29,OUT013,2131.2364612851525
FDF17,OUT027,4529.217744420574
FDE22,OUT017,2707.3861029979453
FDQ22,OUT017,758.042105016546
FDS01,OUT013,2903.7865329815977
FDW35,OUT027,2128.66627855369
FDJ33,OUT046,2102.3924077457195
NCF54,OUT035,2792.757247076108
FDE09,OUT013,1878.289087428464
NCE06,OUT045,2478.487457307885
DRH49,OUT049,1297.8329683744523
FDY43,OUT045,2683.256466022969
NCT05,OUT017,4169.745891944214
FDZ34,OUT045,2967.5251471495576
FDL38,OUT017,1445.4536087850138
FDZ31,OUT017,3250.2338507836976
FDR14,OUT035,957.02027403994
NCN54,OUT049,1300.1678486352903
NCC42,OUT027,3679.637857437716
FDK08,OUT017,1879.4578310254292
FDP59,OUT013,1785.6265207764227
FDV22,OUT035,2648.490469559314
FDD33,OUT035,3856.1403044627805
DRE60,OUT027,4962.205705504064
FDK52,OUT046,3605.528542870132
FDA02,OUT017,2308.1253764956928
FDM56,OUT049,1865.4610744145903
FDE57,OUT035,2377.0234772021067
FDM32,OUT045,1413.560398975722
NCQ30,OUT027,3373.1479316699115
FDQ27,OUT027,3219.8912192246207
FDT60,OUT027,3471.425324597396
FDU43,OUT049,3956.9026830953662
NCO55,OUT035,1752.9416684958414
FDG02,OUT045,2981.1654315177875
FDJ28,OUT013,3034.1056634374545
FDP40,OUT045,1765.236232854877
FDJ38,OUT045,3022.4392822252557
NCC54,OUT017,3937.0731012754404
NCZ41,OUT046,2055.2573054596432
FDK38,OUT019,484.3512219855038
FDU52,OUT013,2482.640765256001
FDC40,OUT046,1304.6649142765818
NCR30,OUT017,1299.2307121610065
NCN18,OUT017,1897.9777399660816
FDB50,OUT035,1361.492862089959
FDG04,OUT013,3036.0706531988108
FDR26,OUT035,2854.5057587074116
NCT17,OUT018,2703.7210212832724
FDX35,OUT027,5102.697712055611
FDS12,OUT046,2119.0804434373713
NCZ29,OUT027,3458.334589670674
FDB38,OUT010,730.9943974808848
FDP12,OUT013,757.8366581418813
FDP22,OUT046,783.3794799571915
FDS26,OUT018,3757.417105643719
FDR52,OUT046,3126.74865433613
DRJ13,OUT046,2569.445330824252
FDU48,OUT027,3567.360915056357
FDE29,OUT035,1054.8265953335504
NCT29,OUT049,2007.6628971211467
DRK37,OUT018,2659.3189231073193
FDK55,OUT046,1498.1291583672282
FDR07,OUT046,1652.6145071776118
FDO21,OUT027,5057.271090960494
FDK46,OUT049,4174.8261633683
FDB12,OUT045,1515.410671519814
FDT31,OUT027,4556.6842631403415
FDJ33,OUT045,1965.4143446027301
FDC26,OUT027,3202.439726041732
NCQ02,OUT045,2896.6263808676013
FDP08,OUT010,1255.481633276926
FDB11,OUT027,5008.703593623388
FDV55,OUT013,2416.133228914463
FDW20,OUT049,2055.0114139450598
NCJ18,OUT019,-40.896361140854424
FDC41,OUT018,882.9946231768554
FDE14,OUT027,3143.5469354111556
FDG35,OUT013,2853.723492940684
FDF45,OUT035,1157.7378645276913
FDS19,OUT027,2820.7476625116396
FDS58,OUT019,683.6717797582824
FDA26,OUT017,3639.639352358994
FDM32,OUT049,1530.984723454385
FDL45,OUT046,2077.6070663686405
FDZ55,OUT049,2684.759295757467
FDY37,OUT049,2372.1519294566824
FDO46,OUT046,3154.556187542432
FDQ60,OUT046,2070.3977669784363
FDA19,OUT018,1862.6016313701111
FDL15,OUT046,2534.792757837291
FDM10,OUT018,3053.3331117298076
NCL05,OUT017,837.4095560431306
DRK49,OUT010,-1240.801532943835
NCE18,OUT027,5399.2991445996595
FDG40,OUT049,613.4847204115649
DRI59,OUT045,3454.967420562127
FDK28,OUT035,4075.973693595268
NCD06,OUT019,-1176.5619524607464
FDO11,OUT019,2127.6854309467744
FDK27,OUT046,2016.5110308118165
FDT43,OUT027,2351.243958845429
FDD38,OUT018,1409.8113282548293
FDA16,OUT049,3524.019742786608
FDL14,OUT027,3964.0607612839667
NCM17,OUT049,802.2684008382057
FDD20,OUT045,1976.5943433774082
FDA40,OUT045,1380.1285133821511
FDL43,OUT045,1226.0903142664902
FDV15,OUT045,1589.5369713127584
FDE52,OUT046,1532.0675093071914
NCL17,OUT010,413.27184649910487
NCJ31,OUT045,3613.552580795411
FDR60,OUT045,1212.6896291689918
NCA18,OUT035,1935.4111583675694
FDS21,OUT027,2536.2896757611597
FDW09,OUT035,1421.9552247143874
FDL26,OUT035,2564.231412372712
FDS47,OUT018,1139.4205516981892
FDC39,OUT046,3282.4014784982573
FDT51,OUT035,1972.692808061489
FDK40,OUT035,4241.860532121063
NCG19,OUT045,3591.7766361921676
FDZ07,OUT046,1185.9985172799206
FDF08,OUT027,2998.0709872609295
FDO04,OUT013,910.4845372474956
FDK41,OUT018,1004.9041999280162
FDP15,OUT049,4105.640667390093
NCD43,OUT018,1381.3473143332521
NCP18,OUT013,2387.693538426698
FDZ51,OUT046,1662.7097689158982
DRH13,OUT035,1798.2278945925646
FDF38,OUT045,671.5975837884471
NCI43,OUT045,709.0293518670078
FDM38,OUT027,2227.9775506110163
FDS03,OUT013,1125.3138278160332
DRJ47,OUT017,2851.790041657645
FDT50,OUT010,-315.63317745082895
FDV02,OUT046,2750.9482680690853
NCG18,OUT017,1821.4360801412404
FDW52,OUT046,2705.1194395140046
FDS40,OUT035,682.4031077724649
FDN31,OUT017,3268.8465988392127
FDA37,OUT045,1969.5075842023798
FDA15,OUT046,3985.0005350154825
FDL39,OUT046,2939.524816406323
FDJ53,OUT045,1850.0933719695313
FDX22,OUT013,3435.253026900871
NCZ42,OUT045,3635.7252314403595
FDD56,OUT027,4351.897633643748
FDD40,OUT017,3201.7687809477648
FDS50,OUT013,3469.8452685444354
NCN14,OUT013,2902.5104182422656
FDT15,OUT013,3023.556073278727
NCS18,OUT027,3160.784196467357
NCO26,OUT010,-70.51948001564597
FDF58,OUT018,715.3373382586578
NCB19,OUT013,1415.97025035345
FDH26,OUT017,2433.6023582713533
DRB24,OUT027,3828.5055390389607
FDA49,OUT018,1090.803161611897
FDB32,OUT045,1518.6935538535618
FDI36,OUT017,3349.511638777054
NCA17,OUT010,475.58082615082094
FDH22,OUT013,2027.8651882785198
NCM26,OUT018,2085.6997716516926
FDT15,OUT027,4435.287576384566
FDB16,OUT018,1081.9879323361238
NCP54,OUT027,3402.0365059293836
FDJ36,OUT013,1745.4287082992814
FDO28,OUT045,1825.4811251194042
FDU09,OUT013,986.8624715416081
FDF29,OUT017,2046.0573830615613
FDY08,OUT013,2377.6089670495276
DRJ59,OUT018,348.24144245787465
FDT23,OUT027,2803.583021179773
FDU15,OUT018,427.144162491124
FDT47,OUT013,1690.195517971937
FDI53,OUT019,723.3958265531983
FDR59,OUT018,3913.304525893822
FDD53,OUT035,743.2157380652352
FDY51,OUT017,3633.0585036654084
FDT04,OUT049,647.5979973810754
FDU51,OUT049,2917.9557804024807
FDG14,OUT035,2586.846989970596
NCU06,OUT045,3538.9711391548044
DRG25,OUT046,2969.784716161623
DRH49,OUT035,1384.8915600123873
FDN15,OUT035,2284.9383437732467
FDL43,OUT018,981.530660622404
NCT18,OUT049,2924.4086618898145
NCB31,OUT013,4132.05793165628
FDK57,OUT035,2002.5537757321872
FDY04,OUT019,709.7596787969669
NCP54,OUT046,1986.110938359896
FDF41,OUT013,3848.5037823825405
FDM01,OUT045,1644.1830980407394
FDW03,OUT045,1704.7903561676649
FDF28,OUT045,1909.846748554468
FDY37,OUT017,2456.270323751247
FDQ03,OUT017,3952.811039104563
FDP51,OUT027,3439.8332344809023
FDJ40,OUT017,1936.0858263354748
FDC32,OUT049,1606.92040323728
DRI49,OUT027,2684.5932260076224
NCW54,OUT017,1027.7332784632454
FDF09,OUT017,862.4139035225671
FDP45,OUT018,3709.0354145880265
DRJ23,OUT018,2669.1900634508493
FDS59,OUT017,1987.7865314950468
FDY08,OUT046,2384.2533691778226
FDX16,OUT049,2408.7572224971227
FDY16,OUT018,2636.73333969916
FDK32,OUT035,2653.80909075003
FDQ22,OUT013,633.0161136305542
NCC31,OUT018,2182.544280722286
FDG58,OUT049,2551.6707549519633
DRF48,OUT013,2990.8541845861473
DRH36,OUT049,1189.2957179977384
NCR30,OUT035,1281.952553028881
FDB03,OUT019,1893.8362396528973
FDZ28,OUT027,3486.7518008854677
FDR35,OUT017,3306.5844999415276
DRD15,OUT027,5027.233872429526
FDJ33,OUT019,115.66760911163874
FDA56,OUT010,69.70193596606259
FDP56,OUT046,940.1748652168899
NCT30,OUT046,845.8826682457438
FDK15,OUT017,1768.9949567439471
FDH44,OUT018,2160.05035775523
FDV01,OUT013,2534.4069003100885
DRG03,OUT017,2513.2865461673355
FDG50,OUT027,2911.941765421361
FDR16,OUT010,1532.8799699134397
FDZ60,OUT046,1797.359285261322
DRG03,OUT045,2333.600773249578
FDS56,OUT018,4010.139490429836
FDU33,OUT045,725.0238836211938
DRD27,OUT035,1643.684009986653
FDW22,OUT046,3659.7203624598915
DRA24,OUT045,2504.155428106984
FDF38,OUT049,784.3443201377668
FDX48,OUT013,2567.3424470389873
FDS58,OUT018,2325.985695049618
FDC32,OUT046,1606.1990751526173
NCQ29,OUT045,4052.38224141665
DRK39,OUT018,1037.158539779266
NCS38,OUT017,1944.1775687674235
DRO47,OUT013,1831.5349595160951
DRG27,OUT027,2102.9187016224023
FDC57,OUT027,4600.091967963643
FDS55,OUT046,2476.6629156147683
NCJ06,OUT018,1587.0348016273056
FDO01,OUT019,223.28428846315364
NCM55,OUT045,2811.2483044972178
FDC52,OUT049,2505.629828718098
FDQ15,OUT045,1265.8918662014185
NCT30,OUT027,2209.2930500064977
NCR42,OUT027,1981.0297691793676
FDD28,OUT035,1037.5900835744542
FDQ34,OUT049,1715.0001805391657
FDZ12,OUT027,3745.1197803605173
DRE13,OUT019,-563.4294120402192
NCN07,OUT019,171.49696512776427
FDM28,OUT035,2932.359346720783
FDI10,OUT017,2911.661791629216
FDQ25,OUT013,2818.092299966025
FDA38,OUT010,1910.9272842789942
DRI13,OUT049,3426.7585006810114
FDY20,OUT027,3015.973279338825
NCZ53,OUT035,3085.9355885536643
NCM31,OUT013,2283.653664397032
DRB01,OUT017,3080.8775160586083
DRF37,OUT046,4126.310604815619
NCF42,OUT049,2812.653047916421
FDF16,OUT018,1999.2801731482323
FDB41,OUT013,828.1632583386527
FDR34,OUT013,3673.0220402911946
FDR15,OUT018,2274.449426835752
NCV42,OUT019,-129.11911714379676
FDW51,OUT035,3542.378318764415
FDU36,OUT017,1750.6236808151734
FDX60,OUT049,1394.1760601439164
FDY03,OUT035,1974.0953021504538
FDW55,OUT045,3971.606567504292
FDT01,OUT010,1327.1800967295858
FDG58,OUT013,2541.168062877652
FDK21,OUT017,4088.7454173291626
NCS41,OUT019,991.3314735276072
FDS10,OUT045,2792.619731063329
NCT53,OUT046,2709.2489667531045
FDJ28,OUT018,2706.048717335405
FDX44,OUT045,1417.936336079525
FDT20,OUT018,426.94845559375244
FDO44,OUT017,1998.0678296365222
NCX17,OUT049,3741.6570426003163
FDY01,OUT017,2042.3365068856074
FDJ12,OUT027,4852.613700705115
DRK35,OUT018,382.9559619348729
FDD47,OUT019,782.9478986978065
NCM53,OUT035,1795.1670852427487
FDO45,OUT013,1495.5206782332825
NCM42,OUT010,-187.05246964165417
FDE04,OUT046,2932.9579216176353
NCI30,OUT027,5336.6619259990985
FDZ19,OUT013,2879.0245064648625
FDW57,OUT013,2896.6861676249828
FDA25,OUT013,1742.1800278354203
FDT22,OUT046,969.5002375758195
FDP51,OUT013,2006.7971237041056
FDD48,OUT027,3344.633117626232
FDY39,OUT035,3097.3170988528145
FDO48,OUT010,1710.312089562649
FDD23,OUT027,4264.4195168767765
DRN35,OUT027,2075.495085907416
FDT01,OUT035,3521.2173702050495
FDC20,OUT010,-962.1471283855353
DRJ35,OUT035,1175.0688838374335
FDB32,OUT046,1627.5759507561743
FDL24,OUT046,2914.0053925053217
NCV42,OUT035,1847.2101071343495
FDZ46,OUT046,1821.8961374969804
FDC15,OUT013,2430.465580014017
FDD08,OUT019,-1249.4547109670239
FDY50,OUT049,1477.6586605343327
FDD36,OUT013,1978.6364961767395
FDG57,OUT027,2318.465975387633
FDL21,OUT018,441.5141810771165
FDN16,OUT027,3107.5953049815
FDJ09,OUT027,2146.6251257483964
FDS01,OUT010,980.5902853386506
FDV33,OUT017,4302.473070470922
DRE12,OUT017,1922.5442786299245
FDR07,OUT013,1638.1573731488752
FDP48,OUT010,1129.2107589811494
NCB55,OUT035,999.3295196487888
FDQ08,OUT013,1131.3087141277792
FDR34,OUT035,3794.005395514425
FDO33,OUT046,1847.42132145894
FDP13,OUT045,632.535676075553
FDX12,OUT049,3980.99994458929
NCT06,OUT049,2671.303637781166
FDR16,OUT019,1517.0926886682573
FDE36,OUT046,2624.9335122578486
FDZ36,OUT049,3091.100154889573
FDV13,OUT045,1404.4060028544482
NCZ17,OUT035,714.3544086256734
FDU56,OUT045,2894.9511506838026
FDM09,OUT035,2857.4116467858257
FDV02,OUT017,2810.821713342375
FDS34,OUT018,1370.9454389301973
FDA11,OUT049,1641.5158888245933
FDP09,OUT017,3468.0528465604293
FDB29,OUT027,3303.335014883647
FDT19,OUT017,3020.2329456914013
DRH15,OUT017,829.1895891054446
FDY38,OUT046,3757.5238621689496
FDF14,OUT027,3878.2070969446504
FDN48,OUT010,-358.2044500588672
FDQ12,OUT013,3717.4235009082913
NCJ43,OUT045,2669.790665917113
FDE17,OUT019,540.434602853129
FDB05,OUT035,4012.272873186739
FDH10,OUT045,2958.7187263410597
NCR06,OUT017,807.144569750526
FDU32,OUT018,1728.9340929837635
FDD56,OUT049,2916.715469496994
FDO36,OUT018,2595.8235600100306
FDH16,OUT010,-436.9530194334948
FDX10,OUT018,358.55146741410135
FDZ37,OUT017,1636.7256762026955
FDU31,OUT010,1690.0495379447093
DRC49,OUT049,2214.5070962284663
FDL15,OUT045,2369.7630644661986
FDN32,OUT019,1127.5581386227132
DRH59,OUT027,2657.7435744155373
NCU29,OUT049,2428.749979535045
FDR37,OUT019,1074.766225439671
FDS14,OUT018,2173.344691315171
FDU02,OUT027,4987.074972753515
FDJ08,OUT035,3213.0478268041043
NCZ06,OUT045,3886.706114732675
FDO31,OUT049,1514.5225998026144
FDH31,OUT018,1420.2898568799574
FDS58,OUT017,2737.783848057239
NCA53,OUT027,2271.1292423377454
FDF50,OUT046,3237.611041520053
NCW42,OUT049,3541.942489817622
NCQ17,OUT045,2407.747712734985
FDK51,OUT018,3823.096336419898
NCW41,OUT010,614.0605297213333
NCR29,OUT017,1057.2242070813081
FDB08,OUT019,692.7958018729696
FDA40,OUT027,2848.9098152822844
FDL14,OUT018,2291.73860446224
FDB47,OUT046,3350.1529278779926
FDO03,OUT035,3797.7370890531456
DRK13,OUT019,1145.4566645599843
FDX13,OUT010,2054.775021521942
FDF52,OUT046,2943.9663579565386
FDT11,OUT013,3116.712605334498
FDB08,OUT013,2672.629297211868
FDQ28,OUT018,2212.965464136694
FDD29,OUT045,3894.375935776159
NCQ29,OUT027,5570.738997981214
NCO02,OUT013,1047.3145525325526
FDR56,OUT010,1309.438268041631
NCM54,OUT049,2026.1991451831855
FDP51,OUT035,2040.446060002534
FDT38,OUT013,1346.806314554764
FDZ20,OUT018,3766.247389893062
FDJ53,OUT013,1935.1810051321809
FDX13,OUT049,4016.0130500121595
FDP58,OUT035,3568.9058497613587
NCK31,OUT019,-1090.1046222778969
FDA35,OUT018,1757.150357168197
FDV37,OUT018,2909.4560279671714
NCO07,OUT027,4784.318584752822
FDA20,OUT045,2974.0174960072472
FDZ59,OUT035,2866.8275970561663
NCY17,OUT017,851.9913733383728
FDQ28,OUT035,2556.1118817798706
FDV35,OUT017,2583.925930671423
FDQ36,OUT013,709.202265142434
FDD34,OUT018,2312.439297761215
FDK51,OUT045,4060.9189462735376
FDV31,OUT035,2895.8346164116956
FDR04,OUT035,1634.578817149406
FDR14,OUT049,908.8931205680128
DRC36,OUT010,876.5218008046213
FDE39,OUT019,-12.060363349461113
FDP57,OUT049,1718.761162659619
FDE57,OUT046,2392.8902388568677
NCN18,OUT046,1824.143829448847
NCQ05,OUT018,2108.393509584159
FDW47,OUT035,1982.4118413842225
FDV46,OUT035,2288.1581819267594
NCP29,OUT045,957.6291243616433
FDE09,OUT018,1559.5886847188667
NCU06,OUT027,5052.134161291135
FDT19,OUT010,967.7952507041628
DRF15,OUT017,2505.71513375231
DRI51,OUT013,2687.0113824082655
NCX54,OUT013,1695.268624804754
DRE01,OUT013,3774.858415360737
NCB07,OUT045,2981.0392794401705
FDU50,OUT035,1951.9550155128381
FDG40,OUT035,652.2078912143625
FDW10,OUT018,2464.3015702002303
FDX51,OUT013,3203.3680325582536
NCP17,OUT045,953.1054632278683
FDP21,OUT035,2973.2659451473883
FDL04,OUT045,1560.047973828201
FDV23,OUT013,2016.6870524242986
FDF24,OUT046,1465.9253477512684
FDH56,OUT027,3387.63057221318
FDB51,OUT049,1042.4477031424613
FDI58,OUT027,3023.5121715096902
FDR20,OUT013,921.3072444659774
FDC51,OUT018,1696.4897452137811
FDB16,OUT027,2799.785380262547
FDE40,OUT049,1045.555429936081
NCM17,OUT035,842.5620790229732
FDU56,OUT035,3105.373433447676
FDS32,OUT019,467.72204226700705
FDX02,OUT049,3554.6364885157673
FDT39,OUT027,3794.756169321612
FDE35,OUT017,1132.1571374683554
NCI42,OUT019,1412.3971532196592
DRL23,OUT046,1765.0225046024425
FDA10,OUT046,1978.4064155898814
FDA11,OUT013,1621.6357318708178
NCM06,OUT046,2554.5925349452446
NCT05,OUT035,4180.4769833199825
NCQ02,OUT010,1056.7762128323084
NCY06,OUT049,2099.1058051707805
FDY56,OUT035,3761.0795160041744
FDL02,OUT035,1814.1979886365443
NCI06,OUT035,2858.431879534124
FDQ14,OUT045,2280.8931746150774
FDQ12,OUT017,3780.8745634684456
FDP36,OUT046,956.6356061928382
FDK21,OUT027,5411.09235496285
FDO40,OUT045,2244.7777970911848
NCK54,OUT019,12.496047522610752
FDY09,OUT018,2505.3866673149023
NCW30,OUT049,4176.438110284158
NCC55,OUT027,1995.7977288984403
FDE58,OUT018,1565.1442012345651
FDR39,OUT013,2959.8812875254225
FDU28,OUT049,3022.7762295515713
FDH08,OUT017,3824.391246200161
FDG35,OUT045,2745.2825728849857
FDG22,OUT049,695.1299633222516
FDC34,OUT035,2609.9476399968553
FDP15,OUT018,3743.6268719352956
FDK34,OUT010,1891.7748044444306
FDU45,OUT035,1998.8256637163577
FDQ04,OUT027,2025.982238112323
FDX22,OUT018,3094.7199191314867
FDB45,OUT017,1851.880219244238
NCH43,OUT027,4855.154916129759
DRE60,OUT046,3541.865257260506
FDD17,OUT027,5153.119314256168
NCM54,OUT017,2133.687885282081
NCH55,OUT013,2041.5059863476781
NCT06,OUT017,2728.9023841378075
FDA48,OUT027,4970.944643827475
FDY58,OUT027,5053.053561287728
FDO25,OUT045,3281.0075675215776
FDN50,OUT045,1513.848514848578
FDH35,OUT035,2697.674975501417
FDK09,OUT045,3503.4434389434173
FDO16,OUT013,1361.7636563828419
FDW11,OUT045,991.4819071770617
FDU47,OUT027,3769.7293885351974
NCQ42,OUT010,129.14577916639973
FDK55,OUT027,2916.995152121279
FDN08,OUT049,2043.5321225713124
FDT57,OUT045,3678.747895840861
FDJ12,OUT018,3089.505525642977
DRL59,OUT017,1001.6988567080843
NCN53,OUT046,688.3197778058093
FDO51,OUT010,-1058.6846679921437
FDK56,OUT017,3178.342057704358
